8113	509	12	7	90	Accepted	Yes
8212	357	23	7	67	Accepted	Yes
8144	238	27	10	92	Accepted	Yes
8008	489	12	2	79	InProgress	Maybe
8103	406	25	10	61	Rejected	No
8076	469	26	10	80	InProgress	Maybe
8258	297	23	10	70	InProgress	Maybe
8104	126	12	2	56	InProgress	Maybe
8212	359	19	7	64	InProgress	Maybe
8317	148	18	6	85	Rejected	No
8240	401	23	8	79	InProgress	Maybe
8263	143	25	2	57	Rejected	No
8192	347	13	6	45	Rejected	No
8391	349	17	4	58	Rejected	No
8214	348	21	8	71	Rejected	No
8092	335	20	8	98	InProgress	Maybe
8296	308	20	6	62	Rejected	No
8034	316	26	1	95	Accepted	Yes
8119	319	25	2	85	Rejected	No
8390	329	19	1	92	Rejected	No
8266	337	17	8	62	Rejected	No
8141	510	23	2	89	Accepted	Yes
8399	434	13	4	68	Rejected	No
8117	194	21	7	89	Rejected	No
8337	473	12	7	47	InProgress	Maybe
8263	397	20	10	48	Accepted	Yes
8059	479	26	6	91	InProgress	Maybe
8287	400	23	10	51	Rejected	No
8155	239	14	10	71	InProgress	Maybe
8024	270	14	9	91	Rejected	No
8372	117	17	7	74	InProgress	Maybe
8406	323	13	3	49	InProgress	Maybe
8007	173	19	5	98	Rejected	No
8032	114	23	9	75	Accepted	Yes
8187	267	27	9	79	Rejected	No
8083	282	18	2	45	Accepted	Yes
8014	463	17	9	52	Accepted	Yes
8248	520	20	1	68	InProgress	Maybe
8167	500	18	6	46	Rejected	No
8241	487	14	7	47	Rejected	No
8313	345	20	2	55	Rejected	No
8321	213	22	1	75	InProgress	Maybe
8394	516	26	7	73	Rejected	No
8405	163	23	8	64	InProgress	Maybe
8070	384	20	9	48	InProgress	Maybe
8366	374	12	3	97	Accepted	Yes
8350	271	13	6	46	Rejected	No
8290	173	22	5	74	InProgress	Maybe
8181	499	20	2	84	Accepted	Yes
8019	531	17	1	58	InProgress	Maybe
8211	153	26	7	52	Rejected	No
8335	350	27	10	82	InProgress	Maybe
8234	485	13	1	91	Rejected	No
8035	489	22	8	51	Accepted	Yes
8183	400	20	9	45	Accepted	Yes
8064	325	24	4	67	Accepted	Yes
8048	380	15	9	89	Accepted	Yes
8248	281	25	10	61	InProgress	Maybe
8232	213	17	9	52	Accepted	Yes
8224	182	13	6	86	Rejected	No
8324	273	15	2	52	Rejected	No
8380	175	26	7	80	InProgress	Maybe
8315	166	18	1	81	InProgress	Maybe
8030	332	14	8	98	InProgress	Maybe
8248	323	26	1	69	Accepted	Yes
8328	391	27	1	61	Accepted	Yes
8257	264	17	2	79	Rejected	No
8311	297	24	8	96	InProgress	Maybe
8096	129	26	4	52	Rejected	No
8045	223	11	10	53	Accepted	Yes
8073	453	16	4	92	InProgress	Maybe
8263	205	24	1	81	Rejected	No
8129	475	11	4	74	Accepted	Yes
8139	115	19	7	77	Accepted	Yes
8042	163	23	2	79	Accepted	Yes
8388	178	22	5	64	InProgress	Maybe
8404	387	13	9	77	Rejected	No
8320	482	13	8	89	Accepted	Yes
8111	113	26	9	50	InProgress	Maybe
8095	283	11	6	63	Rejected	No
8150	154	16	2	63	Rejected	No
8396	444	16	1	72	InProgress	Maybe
8309	215	26	1	45	InProgress	Maybe
8084	331	15	10	84	Rejected	No
8162	200	18	1	89	Accepted	Yes
8130	269	17	9	49	InProgress	Maybe
8006	325	11	7	83	Rejected	No
8019	338	17	5	63	InProgress	Maybe
8380	155	12	8	86	Rejected	No
8352	413	12	5	64	Rejected	No
8000	201	21	8	56	InProgress	Maybe
8323	525	19	8	57	Rejected	No
8218	375	25	8	81	InProgress	Maybe
8132	243	16	5	47	Accepted	Yes
8227	422	25	5	96	InProgress	Maybe
8144	176	15	2	64	InProgress	Maybe
8111	481	24	9	82	InProgress	Maybe
8183	518	22	4	46	Rejected	No
8188	513	21	8	50	InProgress	Maybe
8396	176	21	7	89	Rejected	No
8330	308	14	1	97	InProgress	Maybe
8293	277	19	3	48	Accepted	Yes
8270	503	21	5	79	InProgress	Maybe
8021	353	11	3	60	Rejected	No
8355	501	20	2	56	InProgress	Maybe
8003	276	15	7	82	Accepted	Yes
8315	489	16	7	56	InProgress	Maybe
8380	367	26	2	45	Rejected	No
8164	473	23	8	44	InProgress	Maybe
8119	502	18	8	71	InProgress	Maybe
8125	406	21	10	59	InProgress	Maybe
8381	237	14	8	76	Accepted	Yes
8123	521	25	10	51	Rejected	No
8156	501	18	9	73	Rejected	No
8019	222	16	8	97	Accepted	Yes
8293	487	21	1	91	InProgress	Maybe
8389	245	25	3	94	Accepted	Yes
8195	218	24	5	90	Rejected	No
8047	430	27	3	64	Accepted	Yes
8310	189	22	4	54	Rejected	No
8011	517	27	6	61	Rejected	No
8296	528	16	3	61	InProgress	Maybe
8186	249	17	6	71	InProgress	Maybe
8372	347	18	2	71	Accepted	Yes
8411	111	12	2	72	Accepted	Yes
8123	215	21	3	82	InProgress	Maybe
8303	221	15	4	62	InProgress	Maybe
8351	398	17	4	77	InProgress	Maybe
8277	421	20	1	58	InProgress	Maybe
8145	464	27	4	92	InProgress	Maybe
8355	216	22	7	61	Rejected	No
8071	509	22	8	74	Accepted	Yes
8118	141	23	10	49	InProgress	Maybe
8016	266	13	10	92	InProgress	Maybe
8268	362	22	8	94	Rejected	No
8049	133	13	3	51	InProgress	Maybe
8053	115	20	9	65	Accepted	Yes
8377	173	26	9	60	Rejected	No
8351	462	23	6	44	InProgress	Maybe
8170	118	26	5	49	Accepted	Yes
8401	153	21	6	72	Accepted	Yes
8044	297	21	6	99	InProgress	Maybe
8322	207	14	3	50	Rejected	No
8202	205	13	3	79	Rejected	No
8062	206	13	2	95	InProgress	Maybe
8094	316	26	8	61	Accepted	Yes
8178	221	24	5	72	InProgress	Maybe
8147	141	27	3	46	Accepted	Yes
8064	260	16	5	55	Accepted	Yes
8265	156	18	6	86	InProgress	Maybe
8035	171	25	2	78	Rejected	No
8308	488	11	3	65	InProgress	Maybe
8252	483	22	1	97	Rejected	No
8272	395	13	6	92	Accepted	Yes
8416	463	22	2	76	Accepted	Yes
8200	502	21	8	59	Rejected	No
8040	408	23	8	63	Accepted	Yes
8238	235	17	9	52	Rejected	No
8039	525	19	10	48	Rejected	No
8388	290	26	6	44	Accepted	Yes
8299	423	15	8	88	Rejected	No
8273	232	12	6	71	InProgress	Maybe
8100	463	21	9	67	Rejected	No
8211	227	18	7	83	Rejected	No
8178	187	12	2	46	Rejected	No
8148	373	19	7	99	Rejected	No
8083	476	21	1	50	InProgress	Maybe
8156	284	12	5	73	Rejected	No
8167	381	16	6	56	InProgress	Maybe
8381	384	17	10	87	Accepted	Yes
8040	245	23	5	72	InProgress	Maybe
8228	195	26	5	64	Rejected	No
8414	211	14	7	83	InProgress	Maybe
8167	492	14	4	94	Rejected	No
8384	331	26	8	54	Accepted	Yes
8416	353	14	4	85	Rejected	No
8027	145	17	6	47	Accepted	Yes
8059	117	14	6	82	InProgress	Maybe
8377	476	14	3	96	Accepted	Yes
8398	308	27	4	99	Rejected	No
8262	232	14	3	46	Rejected	No
8111	464	20	4	78	Accepted	Yes
8102	457	15	10	69	Accepted	Yes
8172	259	24	7	75	InProgress	Maybe
8336	178	21	1	59	Accepted	Yes
8344	202	16	5	56	InProgress	Maybe
8247	401	11	3	49	Accepted	Yes
8179	493	25	9	48	Rejected	No
8238	229	24	8	61	Rejected	No
8309	288	24	9	64	InProgress	Maybe
8318	443	11	9	46	Accepted	Yes
8353	152	26	3	87	Accepted	Yes
8023	200	20	3	60	Accepted	Yes
8214	526	26	3	92	InProgress	Maybe
8240	195	24	9	62	Accepted	Yes
8143	484	22	7	56	InProgress	Maybe
8261	435	21	8	71	Rejected	No
8272	469	14	5	50	InProgress	Maybe
8090	247	17	9	83	Rejected	No
8080	346	25	3	51	Rejected	No
8230	493	22	5	59	InProgress	Maybe
8208	216	20	1	80	Rejected	No
8188	427	13	8	90	Accepted	Yes
8369	492	19	10	80	Accepted	Yes
8234	199	22	4	75	Accepted	Yes
8241	390	15	9	64	Accepted	Yes
8341	528	24	9	97	Accepted	Yes
8352	282	22	5	63	Accepted	Yes
8286	428	14	1	73	Accepted	Yes
8247	138	20	4	64	Rejected	No
8292	329	23	9	47	InProgress	Maybe
8284	226	20	5	62	Rejected	No
8092	413	20	7	86	Accepted	Yes
8299	445	14	2	48	Rejected	No
8190	265	20	2	72	InProgress	Maybe
8144	156	22	1	98	Accepted	Yes
8097	504	24	4	91	Rejected	No
8072	404	14	8	82	Rejected	No
8254	384	23	4	81	Rejected	No
8321	331	23	7	62	InProgress	Maybe
8187	302	17	6	62	Rejected	No
8371	249	14	3	77	InProgress	Maybe
8089	251	26	1	78	Rejected	No
8144	528	14	7	60	InProgress	Maybe
8374	384	23	9	99	Rejected	No
8266	429	18	4	72	Rejected	No
8032	338	21	5	71	Rejected	No
8289	360	19	5	59	Rejected	No
8048	174	23	2	66	InProgress	Maybe
8062	387	18	7	57	Accepted	Yes
8196	425	27	6	77	InProgress	Maybe
8375	218	13	2	66	InProgress	Maybe
8085	191	23	10	50	Accepted	Yes
8011	307	27	10	58	InProgress	Maybe
8345	337	14	1	64	Accepted	Yes
8088	475	26	9	81	InProgress	Maybe
8265	506	19	6	71	Accepted	Yes
8265	289	12	8	98	InProgress	Maybe
8229	333	23	1	97	Rejected	No
8329	495	20	10	91	Accepted	Yes
8339	358	15	6	50	InProgress	Maybe
8407	367	20	8	64	Rejected	No
8394	499	12	7	53	InProgress	Maybe
8263	514	14	6	92	Rejected	No
8270	486	25	8	62	InProgress	Maybe
8147	245	26	3	52	InProgress	Maybe
8064	466	13	9	82	InProgress	Maybe
8246	277	12	8	59	InProgress	Maybe
8366	373	22	9	80	InProgress	Maybe
8182	521	23	5	83	InProgress	Maybe
8035	293	18	4	96	InProgress	Maybe
8135	208	21	7	90	Rejected	No
8343	497	13	8	48	Rejected	No
8299	265	17	10	79	Rejected	No
8136	158	23	7	68	Rejected	No
8081	327	11	7	93	Accepted	Yes
8346	408	22	3	99	Accepted	Yes
8007	390	11	5	71	Rejected	No
8097	176	21	4	77	InProgress	Maybe
8363	352	27	6	89	Accepted	Yes
8135	241	14	3	53	Rejected	No
8359	518	24	8	84	InProgress	Maybe
8053	168	18	2	49	Rejected	No
8153	391	23	1	87	Rejected	No
8370	449	20	7	50	Accepted	Yes
8198	318	24	10	70	InProgress	Maybe
8031	454	26	5	89	Rejected	No
8345	289	24	8	79	Rejected	No
8273	248	13	7	79	InProgress	Maybe
8074	254	16	5	76	Rejected	No
8001	336	19	10	60	Accepted	Yes
8358	460	16	8	66	Accepted	Yes
8089	295	12	2	86	InProgress	Maybe
8162	124	19	7	93	Accepted	Yes
8349	493	23	6	44	Accepted	Yes
8124	118	18	1	91	InProgress	Maybe
8331	425	12	8	57	Accepted	Yes
8098	521	14	4	87	Accepted	Yes
8279	464	17	3	47	InProgress	Maybe
8202	143	15	7	66	Accepted	Yes
8043	337	14	9	79	InProgress	Maybe
8174	471	24	8	72	Accepted	Yes
8110	164	24	6	99	Rejected	No
8006	354	13	2	49	InProgress	Maybe
8275	408	19	2	94	Rejected	No
8089	475	17	10	71	InProgress	Maybe
8306	463	13	2	68	Rejected	No
8145	359	16	7	69	Accepted	Yes
8090	292	20	8	86	Accepted	Yes
8352	354	24	1	71	InProgress	Maybe
8354	228	12	10	98	Accepted	Yes
8333	430	19	7	53	InProgress	Maybe
8022	190	24	10	64	Accepted	Yes
8319	186	12	10	50	InProgress	Maybe
8125	141	23	10	65	Accepted	Yes
8412	334	22	10	44	Accepted	Yes
8368	141	16	3	51	InProgress	Maybe
8098	172	17	6	82	InProgress	Maybe
8225	315	12	6	75	Accepted	Yes
8182	197	15	1	81	InProgress	Maybe
8204	490	26	4	45	InProgress	Maybe
8003	438	25	5	47	InProgress	Maybe
8069	486	26	8	92	Accepted	Yes
8340	521	23	9	67	InProgress	Maybe
8030	148	17	1	83	Rejected	No
8040	202	22	4	94	Accepted	Yes
8336	498	20	6	98	Rejected	No
8361	202	16	7	78	Rejected	No
8231	215	17	6	91	Rejected	No
8177	424	22	5	94	Accepted	Yes
8074	181	22	7	64	InProgress	Maybe
8141	438	26	10	75	Rejected	No
8382	264	12	6	93	InProgress	Maybe
8277	121	25	6	76	Rejected	No
8224	231	24	2	81	InProgress	Maybe
8279	443	11	2	97	InProgress	Maybe
8255	307	22	8	53	Rejected	No
8050	495	13	9	58	InProgress	Maybe
8049	159	12	8	63	InProgress	Maybe
8342	213	26	2	73	InProgress	Maybe
8088	394	11	4	50	Rejected	No
8316	451	11	9	67	InProgress	Maybe
8187	360	20	5	91	Accepted	Yes
8011	252	26	2	93	Rejected	No
8355	514	17	10	61	Rejected	No
8371	140	13	2	46	Rejected	No
8195	346	27	4	79	Accepted	Yes
8186	447	14	9	96	Accepted	Yes
8000	136	23	4	74	InProgress	Maybe
8221	275	21	5	64	Rejected	No
8403	488	27	7	60	Accepted	Yes
8022	148	20	8	79	Accepted	Yes
8107	231	20	6	86	Rejected	No
8377	173	15	4	66	Rejected	No
8284	354	13	7	77	Accepted	Yes
8158	500	18	5	93	Rejected	No
8020	490	20	10	58	Accepted	Yes
8045	139	17	1	61	Rejected	No
8352	159	27	3	80	Accepted	Yes
8029	410	20	5	54	InProgress	Maybe
8009	442	21	1	58	Rejected	No
8103	171	23	10	92	InProgress	Maybe
8279	423	11	5	78	Accepted	Yes
8081	365	14	3	84	Accepted	Yes
8085	225	14	9	89	Rejected	No
8088	281	24	1	61	Accepted	Yes
8298	527	26	6	59	InProgress	Maybe
8020	257	27	8	44	Accepted	Yes
8229	244	21	3	85	InProgress	Maybe
8394	160	21	9	93	InProgress	Maybe
8031	463	11	6	71	Accepted	Yes
8160	310	25	9	93	Accepted	Yes
8086	361	13	7	65	InProgress	Maybe
8142	527	24	9	61	Rejected	No
8081	414	19	10	53	Rejected	No
8246	408	24	4	98	Rejected	No
8257	365	13	8	88	InProgress	Maybe
8036	433	16	6	76	InProgress	Maybe
8219	514	11	2	48	InProgress	Maybe
8415	249	12	6	76	InProgress	Maybe
8142	318	27	6	82	Rejected	No
8191	242	25	7	53	Rejected	No
8053	323	18	1	92	Rejected	No
8070	450	27	8	48	Accepted	Yes
8087	455	22	9	88	Rejected	No
8303	212	25	3	48	Accepted	Yes
8206	471	12	3	51	Accepted	Yes
8052	291	13	1	75	Rejected	No
8168	470	26	1	83	Rejected	No
8404	436	22	10	92	Accepted	Yes
8331	247	25	1	91	InProgress	Maybe
8199	333	25	10	71	Rejected	No
8409	337	12	6	97	Accepted	Yes
8160	342	18	1	54	Accepted	Yes
8127	214	19	9	66	Rejected	No
8193	282	22	3	94	Accepted	Yes
8246	414	24	1	87	Accepted	Yes
8133	262	21	3	97	Accepted	Yes
8319	355	26	7	73	Accepted	Yes
8249	376	23	1	46	Accepted	Yes
8256	409	27	8	95	Rejected	No
8193	193	21	5	85	InProgress	Maybe
8063	302	12	5	90	Accepted	Yes
8040	310	24	9	78	InProgress	Maybe
8067	232	16	7	90	Accepted	Yes
8121	495	17	4	70	Accepted	Yes
8299	137	24	3	87	InProgress	Maybe
8065	431	16	6	54	Accepted	Yes
8050	381	26	7	93	InProgress	Maybe
8287	417	11	8	46	InProgress	Maybe
8357	375	14	5	64	InProgress	Maybe
8414	258	17	1	87	Accepted	Yes
8400	328	19	2	94	Accepted	Yes
8002	303	18	6	82	Accepted	Yes
8260	488	21	4	70	Accepted	Yes
8369	526	24	9	81	Rejected	No
8031	136	15	1	68	Accepted	Yes
8294	125	18	7	47	Accepted	Yes
8036	204	11	9	89	Rejected	No
8065	182	23	9	86	Accepted	Yes
8068	155	20	3	89	InProgress	Maybe
8219	128	26	5	92	InProgress	Maybe
8028	473	17	8	55	InProgress	Maybe
8287	406	18	4	61	Rejected	No
8357	276	15	2	93	Accepted	Yes
8177	315	21	3	62	Rejected	No
8286	487	22	5	94	Rejected	No
8235	258	16	2	57	Accepted	Yes
8134	424	15	2	66	InProgress	Maybe
8272	284	18	6	77	Accepted	Yes
8131	257	23	3	76	Accepted	Yes
8033	284	11	1	51	Rejected	No
8195	489	15	9	98	Rejected	No
8035	180	25	8	97	Rejected	No
8162	243	18	6	48	Accepted	Yes
8193	128	13	1	63	Rejected	No
8158	123	18	9	49	Accepted	Yes
8021	451	13	6	81	InProgress	Maybe
8338	419	14	1	47	Rejected	No
8155	216	23	10	95	Rejected	No
8333	489	22	7	51	Rejected	No
8387	151	19	9	68	InProgress	Maybe
8185	511	20	10	65	Rejected	No
8353	217	22	3	80	InProgress	Maybe
8177	436	23	2	67	Accepted	Yes
8385	525	14	9	44	Accepted	Yes
8299	314	24	7	97	Rejected	No
8214	137	16	2	46	Accepted	Yes
8399	144	16	6	93	InProgress	Maybe
8090	310	17	1	96	Rejected	No
8382	124	18	2	59	Rejected	No
8264	290	20	5	76	Accepted	Yes
8237	225	22	7	85	Accepted	Yes
8324	452	22	2	79	Rejected	No
8201	160	16	1	55	InProgress	Maybe
8214	385	24	5	59	Rejected	No
8368	471	27	3	88	Accepted	Yes
8223	252	21	10	76	InProgress	Maybe
8086	249	26	3	66	Accepted	Yes
8050	117	19	8	91	Accepted	Yes
8310	362	12	10	71	Rejected	No
8268	491	27	6	62	Rejected	No
8206	462	14	1	80	Accepted	Yes
8363	114	27	10	55	Rejected	No
8246	361	16	6	90	InProgress	Maybe
8246	303	25	9	91	Rejected	No
8069	289	12	7	96	InProgress	Maybe
8282	140	20	3	93	InProgress	Maybe
8381	324	24	4	86	Rejected	No
8287	255	17	7	66	InProgress	Maybe
8252	150	16	7	89	Rejected	No
8023	184	20	10	72	InProgress	Maybe
8357	461	13	8	91	Rejected	No
8062	248	13	9	54	InProgress	Maybe
8015	186	15	1	92	Accepted	Yes
8073	156	23	1	66	InProgress	Maybe
8405	201	17	7	91	InProgress	Maybe
8265	259	15	2	63	Rejected	No
8050	314	14	1	65	InProgress	Maybe
8177	374	13	6	86	Accepted	Yes
8172	520	12	5	99	Accepted	Yes
8089	361	26	7	86	Accepted	Yes
8244	401	12	6	82	Rejected	No
8328	182	11	8	92	Accepted	Yes
8233	523	19	6	57	Rejected	No
8395	493	11	8	89	Rejected	No
8153	164	13	8	87	Accepted	Yes
8316	172	11	6	74	Rejected	No
8034	496	14	5	58	Rejected	No
8104	202	27	3	89	Accepted	Yes
8278	521	18	2	79	InProgress	Maybe
8299	348	14	1	51	InProgress	Maybe
8322	479	16	3	83	Accepted	Yes
8056	275	16	9	53	InProgress	Maybe
8369	117	22	8	76	InProgress	Maybe
8270	428	15	8	93	Rejected	No
8280	230	18	8	65	Accepted	Yes
8140	212	23	6	53	Rejected	No
8345	495	14	10	82	Rejected	No
8135	164	22	6	80	InProgress	Maybe
8281	117	14	9	85	InProgress	Maybe
8274	358	12	8	71	Accepted	Yes
8312	457	24	10	56	Accepted	Yes
8292	329	18	8	47	InProgress	Maybe
8399	447	22	9	44	InProgress	Maybe
8128	357	19	10	48	InProgress	Maybe
8336	165	17	6	73	InProgress	Maybe
8007	520	21	6	49	InProgress	Maybe
8211	446	23	9	47	Accepted	Yes
8297	319	18	1	62	Accepted	Yes
8278	131	22	6	64	Rejected	No
8122	270	19	7	87	Accepted	Yes
8025	368	18	8	64	Rejected	No
8377	174	19	8	92	Rejected	No
8061	299	25	8	44	Accepted	Yes
8282	403	11	8	91	InProgress	Maybe
8382	438	12	10	81	Accepted	Yes
8364	420	17	7	61	Accepted	Yes
8135	272	15	3	80	Rejected	No
8011	297	27	10	79	Accepted	Yes
8379	461	19	7	98	InProgress	Maybe
8228	171	18	3	72	Rejected	No
8157	192	19	10	56	Accepted	Yes
8411	206	16	8	45	InProgress	Maybe
8120	320	23	1	97	Rejected	No
8044	214	13	5	86	InProgress	Maybe
8394	268	26	10	64	Accepted	Yes
8249	214	21	5	98	Rejected	No
8324	260	25	7	61	Accepted	Yes
8285	356	20	2	47	InProgress	Maybe
8052	512	18	9	95	InProgress	Maybe
8051	290	18	8	88	InProgress	Maybe
8392	448	15	4	74	Rejected	No
8249	183	24	9	59	InProgress	Maybe
8070	516	24	4	86	InProgress	Maybe
8377	423	21	6	81	Rejected	No
8099	160	27	1	93	Rejected	No
8240	413	12	8	85	InProgress	Maybe
8139	316	14	9	60	InProgress	Maybe
8368	377	11	10	73	Rejected	No
8079	233	24	1	81	InProgress	Maybe
8059	211	13	6	65	Accepted	Yes
8299	335	20	6	69	Accepted	Yes
8380	164	19	6	58	Accepted	Yes
8092	254	15	3	53	Rejected	No
8329	396	17	1	54	Accepted	Yes
8359	199	21	9	73	Rejected	No
8150	426	18	7	77	Accepted	Yes
8110	265	27	6	66	Rejected	No
8322	226	25	5	58	Accepted	Yes
8379	276	16	3	46	Rejected	No
8344	171	14	3	72	InProgress	Maybe
8017	396	16	8	98	Rejected	No
8340	359	26	6	88	Accepted	Yes
8123	269	15	8	87	Rejected	No
8384	112	22	10	59	Rejected	No
8243	346	18	7	80	Accepted	Yes
8035	251	19	7	47	Accepted	Yes
8349	519	24	4	99	Accepted	Yes
8119	366	11	9	54	Rejected	No
8039	279	18	4	56	InProgress	Maybe
8364	430	13	9	74	Accepted	Yes
8372	264	24	5	54	Rejected	No
8286	292	24	8	99	Rejected	No
8351	410	16	2	75	Rejected	No
8028	451	23	4	96	Rejected	No
8355	522	11	2	72	Accepted	Yes
8056	329	26	7	69	Rejected	No
8056	197	16	6	91	Accepted	Yes
8389	249	12	10	83	Rejected	No
8241	272	11	4	56	InProgress	Maybe
8390	181	19	8	61	Accepted	Yes
8135	133	18	1	93	InProgress	Maybe
8179	352	17	6	45	Rejected	No
8000	356	12	2	47	InProgress	Maybe
8189	379	26	7	53	Accepted	Yes
8118	234	17	6	92	InProgress	Maybe
8332	340	16	2	49	InProgress	Maybe
8101	397	16	8	80	Accepted	Yes
