485,2,77,821
273,3,64,984
354,1,15,987
251,2,37,524
471,1,46,512
415,3,77,865
158,2,71,968
352,3,57,850
415,1,49,830
274,2,26,533
445,1,16,722
379,1,30,794
115,2,68,613
285,2,60,565
256,1,14,789
196,1,23,556
384,2,28,610
462,2,52,572
254,1,23,664
136,1,53,551
422,2,17,533
243,2,16,662
430,3,18,562
366,1,26,856
112,3,48,589
371,2,70,937
314,1,61,772
289,3,77,820
313,1,76,726
294,1,41,773
238,1,76,858
307,3,77,575
504,3,46,853
130,3,75,630
471,3,23,959
255,3,28,714
317,3,55,778
256,1,51,655
145,3,68,935
189,2,50,871
524,3,50,620
406,2,80,806
364,1,27,599
382,3,59,957
338,2,72,940
181,1,14,764
372,2,63,810
296,3,29,814
485,1,24,840
341,1,28,885
432,2,30,649
131,2,73,520
480,2,62,789
449,3,16,924
276,2,75,948
519,1,59,601
410,1,17,915
237,3,56,797
499,2,14,911
147,2,36,903
294,3,72,517
289,1,39,631
350,3,49,580
379,2,40,878
160,3,47,552
121,2,17,838
153,3,44,904
226,1,22,520
224,3,12,837
199,2,58,982
131,1,71,644
413,3,63,709
523,2,69,729
111,2,65,667
485,3,74,877
333,2,73,723
228,2,58,519
247,1,70,722
412,3,39,852
299,1,68,647
200,2,42,800
465,3,72,910
469,3,45,931
471,2,68,948
175,3,19,555
176,3,79,923
517,1,52,884
458,2,76,952
461,2,67,715
463,2,36,909
174,1,68,776
220,1,37,984
354,2,52,940
452,2,27,785
306,2,42,701
386,2,15,916
237,1,65,869
356,1,19,579
303,3,72,612
499,3,66,868
398,3,64,586
460,3,18,560
180,2,57,993
467,3,58,824
153,1,30,572
457,3,39,898
144,3,19,632
372,2,16,903
430,3,43,855
193,3,77,607
356,3,71,737
519,3,70,537
348,1,17,653
353,1,35,523
264,2,80,650
282,3,23,809
195,1,60,720
343,3,61,564
238,3,24,899
128,1,49,697
510,1,77,678
315,3,79,526
247,2,44,857
332,1,41,983
410,3,66,554
401,2,79,654
423,2,79,741
352,3,21,561
435,1,73,802
293,1,24,759
341,3,17,703
359,3,29,907
433,2,72,535
235,2,19,607
190,1,74,772
483,1,34,959
273,1,70,737
277,1,29,845
246,1,79,893
112,3,19,655
238,2,57,687
500,2,74,714
126,3,26,808
378,3,18,875
452,3,46,857
348,1,37,788
128,3,34,528
376,1,55,547
402,2,34,536
210,1,24,502
251,1,28,666
372,3,19,656
452,2,40,916
404,2,51,711
463,2,16,849
415,3,16,916
501,2,70,902
316,1,77,534
330,3,25,985
465,3,24,845
206,2,29,896
418,2,67,727
310,3,65,624
149,1,16,503
145,2,34,800
222,3,45,841
308,2,30,661
438,1,26,635
339,3,49,985
381,3,37,918
318,1,61,645
331,2,47,976
120,1,69,987
305,1,80,965
422,1,65,918
510,3,20,957
420,2,38,670
346,3,48,958
362,3,42,866
309,1,64,577
257,2,33,613
333,1,28,640
149,3,67,1000
408,3,31,681
253,1,53,963
160,1,34,844
237,3,32,649
512,1,12,891
366,3,68,512
509,3,55,596
220,2,79,986
231,3,11,955
438,1,19,746
144,1,68,765
454,2,37,652
423,2,20,742
425,1,11,611
516,2,40,979
520,3,40,732
155,1,34,658
508,3,43,750
188,2,34,588
193,1,61,823
442,1,42,711
454,3,65,965
359,1,24,904
197,3,19,942
240,1,27,986
124,2,60,646
220,3,23,974
415,1,55,540
480,1,14,782
498,2,36,921
455,2,60,636
409,2,40,854
348,2,62,654
368,2,46,775
361,3,46,614
346,3,40,858
352,1,19,613
289,1,43,898
164,2,64,886
438,2,69,560
159,3,55,735
513,2,43,991
334,2,39,596
375,3,30,892
269,1,62,930
283,3,60,803
193,2,51,739
217,2,80,948
144,2,29,615
376,1,60,635
253,3,32,889
431,1,41,819
175,3,60,548
270,2,41,564
492,3,25,704
448,2,14,768
528,1,44,572
242,3,64,637
244,3,51,964
149,3,48,510
451,1,71,513
197,3,56,790
350,3,34,895
291,1,19,825
364,1,19,990
478,3,55,733
180,1,42,526
399,1,36,781
195,2,37,878
253,1,22,558
286,3,28,826
213,3,16,793
501,1,43,687
407,2,19,819
354,2,18,879
298,2,59,779
250,3,50,591
220,2,24,826
250,3,18,840
312,1,57,663
342,2,13,872
239,3,44,920
161,3,14,920
217,3,43,976
425,2,63,519
191,2,77,961
460,3,41,662
427,2,54,801
178,1,64,732
153,1,23,790
247,1,64,746
256,3,25,809
208,1,44,594
126,3,62,910
241,3,72,574
358,2,38,649
261,2,23,636
335,1,16,637
139,2,51,896
520,3,56,927
411,2,78,579
363,3,14,976
331,1,26,712
186,1,66,535
404,2,16,967
270,3,62,964
180,2,63,714
228,1,59,574
301,2,64,968
123,2,20,735
243,2,52,502
285,3,14,620
529,3,30,581
251,3,80,553
210,2,75,841
302,1,47,592
299,1,59,501
332,1,55,570
367,2,80,701
164,1,20,961
472,3,58,891
465,3,69,553
457,2,57,823
158,1,12,553
162,1,17,813
234,2,57,831
383,3,15,579
374,1,31,704
322,3,54,571
183,2,45,710
421,2,40,853
510,2,40,507
214,2,23,702
428,3,73,618
310,3,14,719
304,3,62,902
443,1,38,890
429,3,62,711
396,2,50,637
370,3,29,869
150,2,66,524
526,3,20,700
388,3,17,944
291,3,66,957
333,3,18,673
427,1,51,658
151,3,71,876
481,2,42,919
486,3,31,715
297,1,80,539
238,2,60,867
469,2,20,685
117,1,58,877
483,2,79,670
235,1,11,888
530,1,64,933
307,3,64,932
486,3,71,962
218,1,47,568
149,1,31,509
467,3,26,803
333,3,14,600
447,3,51,842
266,2,43,936
190,3,45,828
377,3,21,939
370,2,30,893
241,3,43,777
512,2,52,928
119,1,37,887
512,2,16,620
290,1,24,583
163,3,51,943
508,1,62,996
300,2,21,887
318,1,49,701
490,2,21,862
218,3,49,529
448,2,38,812
436,1,23,662
313,2,76,726
445,2,58,750
446,2,20,835
408,3,39,927
299,3,74,928
324,3,17,680
186,1,37,823
353,2,50,723
220,3,43,680
440,2,26,574
482,2,73,949
377,2,40,725
249,3,63,876
324,1,47,874
145,3,62,617
200,3,20,836
193,1,44,631
260,3,79,875
372,1,59,660
242,1,29,808
242,3,16,709
439,3,58,871
226,3,20,577
174,2,26,965
496,1,39,624
217,3,39,510
257,3,61,551
187,1,74,769
319,1,52,642
200,3,34,633
175,3,54,998
153,3,65,978
266,2,59,943
205,3,50,822
446,3,47,904
247,2,78,655
468,2,34,688
486,3,13,923
469,1,23,695
283,1,75,771
323,3,16,754
516,2,14,795
255,2,64,881
530,2,21,653
120,2,12,863
187,1,26,523
366,1,58,747
399,3,42,527
186,3,75,880
251,1,23,849
314,1,30,817
278,3,20,909
273,3,53,516
131,1,46,586
264,3,79,858
409,1,71,592
257,2,79,688
448,1,49,740
354,3,30,657
392,2,46,972
248,2,20,791
383,1,37,610
380,3,27,847
348,2,42,981
311,2,30,619
179,3,59,605
461,3,69,999
187,2,17,855
448,3,59,708
169,2,75,534
378,3,57,761
123,2,60,507
199,3,37,824
310,2,15,616
332,2,59,772
127,2,45,735
168,2,71,868
441,2,80,960
359,3,31,613
206,2,13,537
241,1,61,938
225,2,29,768
326,2,26,541
468,3,71,763
139,3,22,791
221,1,48,506
278,3,19,750
323,1,51,868
454,3,38,977
121,3,45,793
507,1,59,928
421,2,76,509
129,3,79,867
217,2,25,772
304,2,49,835
357,1,44,735
309,3,13,853
461,2,30,688
215,1,63,668
371,1,30,529
435,3,45,943
223,3,23,946
450,3,75,965
512,3,22,938
277,3,12,525
272,1,44,884
277,1,24,782
411,3,74,555
116,1,19,530
414,1,28,522
300,1,45,912
321,1,18,596
116,2,75,763
178,1,40,526
256,2,77,880
238,2,77,815
381,1,12,633
225,1,25,648
529,1,43,980
284,2,57,529
201,3,21,547
484,1,45,884
451,1,36,585
433,2,67,973
502,1,71,711
276,1,38,603
320,3,39,1000
243,1,31,761
443,3,78,587
213,2,61,893
203,2,57,588
458,1,33,693
153,3,11,760
197,3,51,890
355,3,73,941
391,2,73,649
151,1,52,964
452,3,70,810
523,2,61,822
143,2,37,838
164,2,59,517
343,3,11,965
445,2,35,649
276,1,47,637
523,2,61,906
229,1,47,998
505,3,15,761
428,2,57,780
436,3,59,796
252,3,67,580
204,2,25,711
440,1,30,637
513,2,21,679
491,2,62,841
161,2,18,851
422,3,61,845
492,3,16,945
147,2,50,758
252,3,29,944
378,1,41,532
373,2,61,606
195,2,52,777
420,3,57,560
464,3,23,882
122,3,31,927
448,1,20,893
163,2,32,508
380,1,72,806
255,3,50,717
495,1,27,961
272,3,61,550
233,3,36,949
146,2,44,528
117,3,63,971
293,3,79,646
121,1,65,798
175,2,45,514
198,1,18,546
347,3,38,985
337,2,79,635
325,3,13,692
168,1,39,916
359,2,75,546
301,3,42,583
513,3,58,869
163,1,36,599
276,2,25,950
213,3,28,501
329,2,39,973
121,1,39,569
219,2,24,832
175,3,49,973
500,1,53,542
235,1,57,632
365,3,51,510
344,2,19,645
391,1,24,623
453,1,26,781
340,3,65,676
244,2,43,651
189,2,32,828
484,1,17,767
438,2,53,879
371,3,68,895
378,1,39,798
111,2,52,641
265,1,51,537
424,3,77,920
423,1,61,826
448,1,38,518
456,1,11,728
260,1,56,626
230,2,18,888
433,2,73,816
136,3,46,525
417,3,17,587
380,1,41,834
170,3,39,705
409,2,41,605
308,1,80,704
513,1,21,979
346,3,56,535
211,3,66,892
195,2,41,966
279,1,52,868
494,3,72,984
307,3,76,989
413,3,54,547
117,1,30,931
499,1,45,677
489,1,62,640
162,1,34,506
397,2,17,811
516,2,33,517
285,3,61,970
289,2,26,824
384,3,41,589
352,3,23,501
446,1,44,767
162,3,63,547
198,2,16,677
200,2,31,746
377,1,21,543
216,3,21,766
495,2,32,611
420,2,76,991
126,3,22,626
278,2,79,698
509,2,47,510
146,2,71,814
416,1,11,539
198,3,47,611
126,3,23,933
410,2,17,830
510,2,33,913
465,1,78,844
330,2,28,905
202,3,35,596
437,3,78,677
501,2,40,672
515,3,78,844
412,3,75,999
192,3,44,786
302,3,54,772
486,2,17,649
289,3,26,858
364,1,38,735
185,3,46,526
170,2,47,697
514,1,58,998
160,2,14,598
515,3,45,927
226,2,35,995
484,3,38,545
212,3,30,858
372,3,61,830
363,2,27,742
517,2,13,695
267,3,44,764
415,1,62,793
243,3,40,553
373,2,56,694
392,3,51,979
469,2,38,770
200,3,68,583
179,1,52,801
432,3,48,750
476,1,22,895
326,3,70,815
185,1,37,963
449,2,53,874
377,3,44,617
223,3,36,757
406,2,64,965
269,1,16,685
402,3,61,927
485,2,36,795
354,1,50,799
420,1,73,835
298,3,17,930
218,1,58,950
341,1,72,501
499,2,64,601
232,3,21,513
498,3,44,803
344,1,78,718
196,3,17,975
205,1,32,864
500,3,69,819
446,1,46,732
262,3,34,794
298,1,72,578
404,3,14,837
519,3,52,719
253,2,32,649
278,2,23,617
350,3,80,959
220,1,14,965
423,1,72,820
445,3,21,859
262,3,30,605
339,1,43,817
386,2,49,510
170,3,12,996
357,1,41,977
237,3,53,591
254,1,45,599
191,3,44,530
430,1,73,670
443,1,48,708
225,1,45,685
491,3,76,608
224,1,77,707
488,2,15,804
111,1,24,661
262,1,30,959
274,1,51,718
211,2,77,550
281,3,44,573
178,3,55,676
471,1,31,538
524,3,40,953
425,1,80,508
442,2,65,587
346,2,58,956
479,3,44,874
155,1,66,774
298,3,40,984
459,3,17,874
120,1,40,514
384,2,31,601
476,1,23,932
451,2,17,628
471,1,28,625
213,2,20,639
366,1,45,940
301,2,72,713
468,1,34,687
503,3,47,975
230,3,15,716
358,2,48,666
299,2,63,814
422,1,36,947
248,1,43,772
361,3,36,859
416,3,19,620
252,3,79,979
388,1,14,625
186,3,73,952
216,2,80,813
132,1,48,706
485,2,22,843
425,2,15,751
401,3,62,757
415,2,12,636
298,3,59,684
475,2,11,723
377,3,11,757
494,3,18,581
194,2,58,589
254,2,16,923
164,3,62,811
507,1,36,637
135,3,55,761
263,2,45,580
300,3,53,586
242,1,44,939
126,2,53,595
231,2,21,584
362,3,19,864
505,1,64,951
230,3,14,701
312,3,14,641
529,1,28,704
423,1,61,535
360,1,51,777
438,2,11,828
499,3,41,586
157,3,71,564
490,3,30,574
131,1,69,811
192,3,38,762
391,1,51,805
204,1,17,706
250,1,73,966
324,2,19,588
500,3,34,845
359,1,60,560
153,3,19,669
140,2,69,571
222,3,63,796
304,1,45,546
151,3,38,981
496,1,14,891
437,2,27,533
139,1,78,950
230,2,34,999
299,2,48,638
288,1,35,716
235,2,32,623
274,1,46,614
412,1,44,527
149,2,58,850
310,1,34,777
337,1,20,927
490,1,47,826
512,2,56,614
399,2,59,616
320,3,79,570
338,1,12,761
405,2,56,742
119,1,36,570
115,3,76,693
514,2,20,639
152,1,21,673
244,3,35,874
419,1,65,849
291,1,19,939
293,1,22,742
480,2,68,734
215,1,48,548
346,2,46,632
217,2,62,646
378,2,38,856
413,1,12,707
279,2,46,962
531,1,57,957
246,3,67,552
360,3,17,772
431,1,28,951
513,2,30,901
150,3,64,704
508,2,79,735
229,1,23,882
141,3,51,685
162,1,26,817
481,1,33,820
399,1,42,988
160,2,30,598
398,2,62,926
349,2,38,570
444,2,38,627
396,1,29,650
188,3,36,586
256,2,73,593
417,2,74,669
329,2,78,992
403,1,54,720
299,1,12,722
477,2,14,852
439,3,20,870
293,2,72,557
449,2,19,828
116,3,47,866
334,2,46,860
420,1,73,914
304,3,45,540
216,3,31,904
178,1,77,641
522,2,71,578
141,1,77,626
149,2,20,931
160,2,43,548
531,1,42,531
122,3,36,785
234,3,36,929
326,1,50,656
310,3,36,772
378,1,18,590
491,2,38,857
132,1,56,652
436,1,16,982
504,3,39,845
137,3,55,588
454,2,60,739
441,2,75,792
357,1,49,599
522,2,13,563
284,1,11,818
202,2,35,886
266,3,23,565
390,2,14,913
506,1,20,711
476,3,52,705
437,3,22,701
482,3,33,807
247,2,78,664
267,2,48,504
198,3,69,701
451,3,56,770
321,1,13,880
496,2,79,990
218,2,57,635
504,3,64,718
503,1,71,840
291,3,80,816
358,1,27,509
389,2,39,967
523,3,55,652
425,3,65,670
505,3,69,973
175,3,19,960
379,3,64,694
213,3,54,705
398,3,24,947
488,3,38,970
144,1,13,772
299,2,33,568
331,2,75,894
307,1,51,516
361,1,40,582
156,3,59,777
432,3,16,512
131,2,15,757
251,3,41,686
222,3,49,685
396,2,36,575
176,1,28,599
292,2,44,789
431,1,68,803
317,1,53,693
144,2,70,785
516,1,39,532
426,2,19,704
297,1,60,715
350,1,73,688
214,1,19,582
387,3,34,786
306,3,76,557
200,3,14,592
531,3,50,750
170,1,72,620
501,1,65,676
140,1,68,685
464,2,55,888
316,1,64,652
120,3,77,955
113,2,72,522
377,3,42,826
118,1,42,994
199,3,21,755
215,1,28,709
192,1,51,591
506,1,50,566
231,1,69,856
400,1,68,567
459,3,56,652
188,2,24,832
333,1,68,580
265,2,54,999
203,1,74,961
412,2,29,878
304,3,73,801
418,1,30,845
187,2,21,515
452,3,35,591
402,2,22,628
139,2,40,950
418,3,50,708
450,2,56,684
270,3,52,989
401,1,32,699
125,3,11,713
460,3,38,808
430,2,17,873
249,3,20,779
399,2,23,652
530,1,35,523
239,1,73,984
223,2,68,914
461,1,24,791
352,3,67,853
514,1,46,551
391,3,40,807
392,2,15,528
378,3,54,692
522,1,69,547
385,3,73,572
421,1,59,905
391,1,71,808
475,2,11,561
358,2,55,869
376,3,48,913
388,3,35,686
493,3,31,591
151,2,32,522
315,1,77,816
182,2,70,974
454,1,65,980
235,1,45,850
477,1,31,775
470,2,32,769
505,3,17,769
426,1,46,977
319,3,42,994
519,2,45,1000
360,2,70,710
383,1,19,849
226,2,32,652
264,2,66,661
115,1,31,678
414,3,49,740
210,2,52,868
287,2,48,634
252,2,43,750
259,3,24,960
443,1,60,950
310,1,30,859
219,3,63,690
292,1,53,550
458,2,69,679
208,3,62,605
415,3,68,587
291,1,41,685
185,2,18,872
369,2,51,578
221,1,78,912
185,3,41,556
493,1,15,978
371,3,78,631
274,2,78,720
491,2,37,969
524,2,16,967
374,2,79,816
374,3,19,770
515,1,29,915
424,3,24,734
401,3,55,538
363,3,12,801
440,3,29,862
439,2,72,807
234,3,75,547
430,1,37,713
353,2,76,516
360,3,18,573
146,1,36,528
183,3,53,910
207,3,31,803
386,1,45,792
147,1,58,539
503,1,44,547
503,1,21,825
236,2,60,646
476,1,71,545
386,2,48,944
127,2,19,530
505,2,71,570
195,1,41,794
353,3,49,894
378,1,21,862
182,3,34,613
395,3,18,791
424,1,62,642
252,3,49,620
191,3,39,591
451,3,49,617
455,2,18,770
453,3,49,799
147,3,39,760
152,1,61,847
513,3,42,729
333,2,44,644
298,2,61,786
355,1,18,806
235,2,44,799
196,1,36,679
468,3,27,736
249,1,58,930
343,1,58,684
325,2,23,955
398,1,56,863
302,1,59,968
192,1,29,540
310,3,43,768
449,2,27,916
133,2,23,777
412,3,70,636
159,2,60,600
351,1,44,738
384,1,38,966
339,1,26,947
448,3,14,528
403,2,25,893
359,1,67,640
519,3,67,886
458,2,57,854
302,2,44,583
503,3,21,980
436,1,31,953
409,3,51,712
434,2,14,590
229,1,77,925
468,3,74,547
415,1,21,882
357,1,55,505
166,1,25,701
324,3,73,674
170,2,71,591
175,2,52,996
170,2,42,940
457,3,50,822
404,1,78,521
367,1,54,846
495,1,77,650
367,2,51,742
442,3,34,799
299,1,59,536
420,2,44,777
311,1,70,890
483,3,20,697
237,1,18,606
443,2,77,616
315,1,60,767
392,1,63,811
361,2,60,553
252,3,64,816
498,2,46,932
276,2,49,955
341,1,27,502
272,2,22,728
375,2,55,913
516,3,75,533
528,2,79,926
239,3,78,854
311,2,15,776
214,1,12,622
358,3,35,636
512,2,49,639
283,3,79,611
148,3,75,533
465,3,71,809
419,2,29,859
359,1,33,664
355,2,41,592
320,2,13,802
175,3,70,853
171,1,21,888
121,2,34,885
435,1,62,992
255,2,40,853
114,1,12,647
161,2,29,737
499,1,34,909
133,1,48,659
266,3,26,827
488,3,76,644
401,3,40,891
371,1,63,910
196,1,69,609
469,3,26,943
137,1,30,534
280,3,24,700
282,3,77,647
451,2,40,941
489,1,69,663
197,3,59,790
128,1,43,908
114,2,34,771
493,1,52,597
174,1,80,667
176,2,18,913
495,1,56,712
302,2,68,943
341,3,37,694
411,1,19,647
215,2,17,740
418,3,65,666
199,3,44,614
166,3,14,867
426,2,71,539
434,3,30,708
438,1,47,640
488,2,28,572
166,3,74,741
450,2,28,876
310,1,55,899
440,1,48,885
452,3,35,630
316,3,51,769
475,2,57,968
188,3,41,587
450,3,72,571
287,1,77,988
145,2,19,753
119,3,63,562
275,2,28,911
355,1,20,879
113,2,46,972
431,1,50,902
518,1,62,594
142,1,14,560
506,1,69,973
122,2,56,916
384,1,59,754
414,1,34,976
217,1,52,654
245,1,33,803
141,3,15,525
113,3,73,750
313,1,60,733
238,3,50,725
506,2,17,823
480,3,55,547
289,2,24,600
209,3,68,547
437,1,66,845
486,3,37,743
402,3,58,532
513,2,74,980
279,3,66,546
191,1,76,612
210,2,48,988
528,2,52,881
383,2,72,830
470,1,33,802
264,1,13,759
220,1,35,969
437,2,71,715
141,3,25,844
404,2,18,715
470,2,63,688
163,3,30,718
401,1,33,943
376,1,76,885
299,2,14,987
317,1,27,710
352,2,36,804
424,3,37,652
441,2,39,756
410,3,26,992
258,1,59,739
410,2,21,778
431,3,29,666
528,2,12,844
524,1,42,807
170,1,60,527
373,3,39,674
295,2,53,791
400,2,59,741
508,2,20,646
424,1,22,931
245,3,19,839
408,1,72,906
371,1,45,923
326,2,28,851
346,3,65,942
291,2,21,537
131,1,32,606
446,2,70,587
504,3,14,923
261,1,26,513
219,1,49,911
343,3,28,665
326,2,44,629
288,3,14,920
380,1,52,875
518,3,62,524
448,1,14,552
167,3,77,632
174,3,67,806
427,3,12,724
162,2,14,670
157,3,55,695
529,2,20,582
112,3,12,548
412,3,42,760
285,2,56,726
223,1,24,542
185,2,18,772
133,3,76,932
227,1,58,606
142,3,40,719
384,1,54,841
484,2,27,632
376,3,36,703
372,1,66,679
273,2,11,701
327,2,34,868
121,3,73,879
439,3,47,699
193,2,19,543
431,1,71,902
264,1,23,531
379,3,31,535
152,3,28,700
198,2,31,672
116,1,63,910
315,3,53,553
225,1,22,958
155,3,41,674
417,1,25,980
455,2,50,935
161,1,77,522
341,3,66,572
510,3,43,557
441,2,63,746
491,2,77,889
252,1,80,773
511,1,51,981
370,2,55,593
326,3,39,883
150,2,31,733
241,3,27,570
332,3,79,620
445,1,20,594
148,3,17,718
219,1,75,615
357,1,68,617
118,3,16,979
226,3,42,800
254,2,64,643
138,2,45,956
488,1,67,868
139,1,60,817
519,2,77,731
433,2,21,638
421,2,66,631
250,1,15,553
229,2,79,588
444,1,31,672
188,1,69,751
153,2,30,894
477,3,34,680
250,1,78,563
128,1,20,557
329,1,31,696
472,3,16,637
484,3,70,636
414,2,43,863
317,3,14,635
453,1,70,684
314,3,75,958
429,2,22,766
351,2,21,765
117,2,63,870
258,1,26,610
508,3,17,855
352,1,62,561
354,2,59,819
355,2,15,548
351,2,37,576
277,2,26,667
491,3,56,766
219,1,34,815
206,3,32,501
350,3,29,629
528,1,25,631
340,1,31,848
418,1,69,764
125,3,52,838
156,3,25,874
228,1,41,626
386,2,30,897
380,1,78,950
227,2,57,878
319,3,76,919
506,1,56,831
472,1,19,527
171,1,54,623
301,1,79,883
152,3,27,798
209,1,70,642
393,1,42,889
377,3,66,746
341,2,58,898
125,3,73,713
189,1,14,741
192,1,52,841
319,3,37,573
387,1,26,801
230,3,39,554
280,3,21,741
517,1,40,730
203,2,75,634
134,3,22,811
346,1,34,729
277,1,68,790
492,3,48,598
195,2,44,941
474,1,29,876
254,3,27,875
328,3,18,951
300,1,73,943
437,1,35,949
437,3,11,922
424,3,46,505
472,3,50,531
254,2,13,933
314,2,64,940
398,2,48,533
296,2,40,579
529,1,45,886
139,1,26,682
126,1,38,641
382,2,59,583
245,1,70,890
123,1,55,979
354,3,70,868
192,1,41,919
241,3,43,855
310,2,40,974
244,3,58,747
428,1,35,623
353,2,65,915
480,2,39,521
480,3,11,597
517,3,54,968
126,1,17,667
321,2,32,985
376,2,68,780
241,1,17,557
355,3,80,507
467,3,63,709
117,1,31,678
252,3,40,718
199,2,66,817
432,3,52,884
365,3,40,642
415,2,46,912
168,1,39,741
367,3,69,573
276,3,42,667
403,3,13,945
265,2,40,808
126,3,55,658
440,2,48,525
233,3,27,696
221,3,49,654
473,1,18,924
462,1,28,633
519,1,58,639
344,3,30,587
340,3,24,572
194,2,32,882
140,2,40,891
257,2,68,746
426,2,23,874
235,3,19,691
371,3,15,551
361,3,37,612
328,1,46,747
199,3,60,530
524,2,31,563
336,3,64,608
333,1,12,980
450,2,25,664
475,2,23,872
369,2,13,548
521,3,55,870
351,2,66,869
183,1,15,604
264,2,69,681
324,3,39,517
397,3,43,867
188,1,27,535
443,2,51,581
447,2,79,527
437,3,74,733
372,2,15,593
391,2,30,632
196,2,51,871
521,2,31,521
122,2,11,639
272,3,38,860
113,1,20,658
369,3,34,861
114,1,17,787
405,1,27,860
436,2,26,558
189,2,17,783
458,2,28,501
112,2,30,566
239,2,76,642
121,3,20,998
456,3,15,732
340,3,26,623
398,3,55,871
197,3,37,913
198,3,44,832
161,3,72,599
491,1,62,503
179,1,31,613
407,2,71,505
426,1,62,795
377,2,22,650
334,2,72,557
321,3,11,541
457,3,46,900
337,1,13,745
415,2,76,753
148,1,46,577
200,2,25,744
417,3,75,674
410,2,16,653
299,2,18,656
472,2,27,893
443,2,30,806
336,2,15,513
129,2,42,800
252,1,18,839
493,3,56,686
132,3,75,976
201,3,54,882
481,1,15,545
370,2,71,642
269,2,33,633
270,2,32,522
280,3,37,574
367,2,12,535
352,2,64,792
365,3,56,771
516,2,49,569
181,2,48,935
135,3,17,726
117,3,57,825
207,3,19,828
402,2,77,944
202,2,55,643
346,3,47,526
275,3,47,729
453,1,71,927
431,3,72,620
362,2,25,891
135,3,41,741
371,3,40,909
234,3,56,763
482,2,20,929
381,3,22,790
303,1,20,872
364,1,70,836
254,2,19,987
400,3,55,719
476,2,30,717
188,2,64,609
210,2,36,887
401,3,31,584
143,3,37,627
309,3,64,682
177,1,60,583
480,3,55,564
370,2,48,593
239,2,63,523
265,3,74,616
316,3,68,699
331,3,59,851
156,2,77,982
111,2,29,588
523,3,54,731
386,1,63,966
238,2,39,520
362,2,24,934
430,3,55,795
351,3,64,842
293,1,64,916
318,1,23,714
463,1,74,699
346,2,63,868
328,3,80,692
344,3,58,694
111,3,51,552
199,3,63,995
162,1,18,503
435,1,36,964
498,2,21,987
163,3,47,952
392,2,11,754
180,3,36,832
429,1,61,732
195,2,32,884
297,1,32,688
363,2,68,751
415,3,63,773
122,2,41,637
463,3,21,693
482,2,45,542
166,2,76,869
475,2,73,965
247,2,25,576
425,1,51,629
279,2,45,655
425,1,59,880
381,1,45,564
184,2,55,581
343,3,54,594
171,1,35,918
404,1,44,772
350,1,64,663
390,3,40,528
428,3,80,567
